filename,true_label,x_coordinate,y_coordinate
females\301.wav,0,6.9643474,-75.0
females\302.wav,0,48.484566,-32.469364
females\303.wav,0,2.375797,-78.79045
females\304.wav,0,23.443354,44.458366
females\305.wav,0,-6.2715425,-55.52918
females\306.wav,0,49.760075,-69.84119
females\307.wav,0,33.77656,-60.65522
females\308.wav,0,-1.0405205,-20.92627
females\309.wav,0,2.1989183,-77.93403
females\31.wav,0,38.4786,-20.282858
females\310.wav,0,36.89543,-11.050536
females\311.wav,0,27.823278,-58.257683
females\312.wav,0,-2.569964,-23.355753
females\313.wav,0,-15.823843,-29.165323
females\314.wav,0,28.024166,-22.732977
females\315.wav,0,5.9879403,-36.894264
females\316.wav,0,-16.067368,-29.108822
females\317.wav,0,51.2214,28.591415
females\318.wav,0,-1.060363,5.385241
females\319.wav,0,32.639545,-32.654633
females\32.wav,0,-16.066124,-63.08649
females\320.wav,0,8.168638,19.530952
females\321.wav,0,2.9846406,-44.819798
females\322.wav,0,7.281545,19.433472
females\323.wav,0,-2.483574,-23.409485
females\324.wav,0,-2.8871453,-63.045803
females\325.wav,0,-16.64458,-29.141409
females\326.wav,0,-4.8828487,13.834168
females\327.wav,0,-13.656408,-27.200619
females\328.wav,0,-6.2647943,-20.387848
females\329.wav,0,-11.0371685,-50.32803
females\33.wav,0,34.454662,-75.26081
females\330.wav,0,51.695057,-70.75081
females\331.wav,0,51.398018,-42.165817
females\332.wav,0,40.469074,-36.762875
females\333.wav,0,18.961765,-69.34728
females\334.wav,0,-14.974248,-28.326132
females\335.wav,0,-17.94444,-29.853582
females\336.wav,0,11.620737,5.946832
females\337.wav,0,16.645239,-83.84716
females\338.wav,0,32.45104,-31.52034
females\339.wav,0,11.618338,5.97639
females\34.wav,0,1.5982395,-43.53236
females\340.wav,0,-10.08779,-20.915714
females\341.wav,0,2.719426,14.110302
females\342.wav,0,-11.701042,-19.247982
females\343.wav,0,-1.5027409,4.112138
females\344.wav,0,47.151413,-64.84705
females\345.wav,0,39.43293,-61.34456
females\346.wav,0,44.841854,-8.345319
females\347.wav,0,50.319965,-59.03049
females\348.wav,0,50.827637,-25.02187
females\349.wav,0,-0.17896932,-19.994415
females\35.wav,0,-41.899185,0.48270947
females\350.wav,0,-21.73697,-61.038082
females\351.wav,0,-0.40293986,-37.950787
females\352.wav,0,48.97533,-31.75973
females\353.wav,0,-14.775642,-5.3236465
females\354.wav,0,33.481117,-63.641136
females\355.wav,0,6.6781793,-84.96636
females\356.wav,0,51.548897,-28.065968
females\357.wav,0,-0.9873136,-20.553698
females\358.wav,0,47.892334,-13.335263
females\359.wav,0,2.08428,-44.836056
females\36.wav,0,-0.9294152,-60.826096
females\360.wav,0,-2.9807575,-62.73487
females\361.wav,0,69.688225,-32.59656
females\362.wav,0,50.70307,25.380661
females\363.wav,0,34.83107,-61.87161
females\364.wav,0,38.13733,12.182763
females\365.wav,0,-5.696926,-72.43413
females\366.wav,0,16.380766,-68.417885
females\367.wav,0,-5.309898,-14.819677
females\368.wav,0,-26.372978,27.408077
females\369.wav,0,15.704291,28.81231
females\37.wav,0,-3.2439876,-32.042545
females\370.wav,0,-3.3978503,-78.382416
females\371.wav,0,9.710546,26.935997
females\372.wav,0,16.854315,-69.408775
females\373.wav,0,-0.008252619,-21.876844
females\374.wav,0,-0.92011124,-59.678665
females\375.wav,0,-13.389317,-44.20746
females\376.wav,0,-9.773096,-50.446342
females\377.wav,0,16.329798,-68.141266
females\378.wav,0,-13.084943,-43.721283
females\379.wav,0,-17.427439,-29.57192
females\38.wav,0,1.4317403,-78.108864
females\380.wav,0,51.143158,-28.537773
females\381.wav,0,49.605286,-69.6414
females\382.wav,0,-3.007554,-30.237625
females\383.wav,0,-4.2649527,-32.65226
females\384.wav,0,14.37726,-61.04351
females\385.wav,0,-18.549864,-25.09816
females\386.wav,0,-1.4604673,65.60079
females\387.wav,0,37.366093,6.5032005
females\388.wav,0,49.724087,-62.44788
females\389.wav,0,5.159055,56.238617
females\39.wav,0,49.020443,-31.7332
females\390.wav,0,49.489613,13.563614
females\391.wav,0,40.593456,-50.474262
females\392.wav,0,-0.39192948,-20.16741
females\393.wav,0,8.691631,38.008858
females\394.wav,0,12.7845,6.7335773
females\395.wav,0,0.7481563,-45.956284
females\396.wav,0,2.4591548,-79.11629
females\397.wav,0,80.46041,34.938614
females\398.wav,0,49.059963,-0.1734566
females\399.wav,0,-5.0965095,-1.0923793
females\4.wav,0,36.111595,-45.882065
females\40.wav,0,10.659873,-45.435356
females\400.wav,0,-7.885513,-71.14029
females\401.wav,0,1.372556,21.92567
females\402.wav,0,-0.9066175,-39.000946
females\403.wav,0,0.73540854,-8.567085
females\404.wav,0,20.261124,-65.31369
females\405.wav,0,34.531662,-75.59561
females\406.wav,0,63.414665,-57.814323
females\407.wav,0,0.3883979,-21.7414
females\408.wav,0,-2.15454,7.2275414
females\409.wav,0,93.71057,34.30207
females\41.wav,0,50.167362,-60.024105
females\410.wav,0,-21.672503,-57.560738
females\411.wav,0,36.09803,-46.060497
females\412.wav,0,-32.741554,19.68943
females\413.wav,0,49.000793,-32.433495
females\414.wav,0,38.03463,-10.343271
females\415.wav,0,4.130848,-18.105951
females\416.wav,0,34.023865,-47.56144
females\417.wav,0,18.894693,-71.4643
females\418.wav,0,36.48331,-72.987335
females\419.wav,0,-7.038303,-28.761835
females\42.wav,0,43.870132,19.58197
females\420.wav,0,49.46649,-69.58489
females\421.wav,0,33.004967,-49.40207
females\422.wav,0,15.755296,28.753113
females\423.wav,0,31.30303,-9.141174
females\424.wav,0,17.517496,-70.09865
females\425.wav,0,15.905096,-46.03027
females\426.wav,0,-1.0253241,6.099877
females\427.wav,0,68.80566,-30.530184
females\428.wav,0,36.30171,-11.842472
females\429.wav,0,-0.5262875,-42.869022
females\43.wav,0,10.527105,-45.16856
females\430.wav,0,-12.464043,-54.31155
females\431.wav,0,-15.193493,-4.9584723
females\432.wav,0,-5.921494,-52.440575
females\433.wav,0,-15.463981,-4.5117064
females\434.wav,0,64.73778,-3.0953805
females\435.wav,0,2.3823097,-78.88783
females\436.wav,0,20.56638,-70.91568
females\437.wav,0,18.97503,-67.31589
females\438.wav,0,-0.47253472,4.8839803
females\439.wav,0,34.07351,-47.164875
females\44.wav,0,-2.641671,-63.180668
females\440.wav,0,-16.105343,-29.169117
females\441.wav,0,-0.41383877,-81.03347
females\442.wav,0,-2.6317472,-32.78617
females\443.wav,0,64.22547,-53.57421
females\444.wav,0,18.902174,-67.22035
females\445.wav,0,-3.3527877,-8.52859
females\446.wav,0,68.73344,-30.75035
females\447.wav,0,15.642523,-57.04109
females\448.wav,0,20.673454,-68.66139
females\449.wav,0,-2.011514,4.273053
females\45.wav,0,33.61401,-64.49117
females\450.wav,0,-0.41737828,-19.783962
females\451.wav,0,52.31438,-23.148735
females\452.wav,0,16.059977,-47.224068
females\453.wav,0,49.68839,-63.357086
females\454.wav,0,6.111221,-61.03995
females\455.wav,0,6.4360304,-36.674732
females\456.wav,0,-16.130045,-44.208546
females\457.wav,0,13.1602,59.00978
females\458.wav,0,-11.278565,-18.51276
females\459.wav,0,52.266506,-22.824263
females\46.wav,0,-11.677008,-53.846546
females\460.wav,0,11.108114,-73.168274
females\461.wav,0,63.428368,44.539303
females\462.wav,0,-4.5658083,-31.713522
females\463.wav,0,47.360966,-14.071428
females\464.wav,0,1.5700922,-43.506737
females\465.wav,0,0.94852287,13.733365
females\466.wav,0,37.42749,-79.2384
females\467.wav,0,49.488598,-69.78274
females\468.wav,0,14.135282,-82.0659
females\469.wav,0,10.596807,26.948029
females\47.wav,0,-9.937945,-50.493332
females\470.wav,0,-0.09195052,-63.22972
females\471.wav,0,33.957504,-47.596916
females\472.wav,0,-1.9845941,7.6992817
females\473.wav,0,53.269882,-52.132145
females\474.wav,0,24.084703,-42.127415
females\475.wav,0,-2.1481283,-23.471472
females\476.wav,0,-9.018424,-28.97506
females\477.wav,0,-3.7043452,-7.472887
females\478.wav,0,-12.142024,-51.43943
females\479.wav,0,14.012919,-83.69616
females\48.wav,0,3.1952045,-78.183136
females\480.wav,0,-1.3347715,3.7992628
females\481.wav,0,51.156002,-13.471646
females\482.wav,0,-7.793365,-71.477036
females\483.wav,0,9.311277,36.633106
females\484.wav,0,49.50869,-70.20229
females\485.wav,0,44.634262,-9.707613
females\486.wav,0,-2.3349018,-1.5592219
females\487.wav,0,40.338776,12.449994
females\488.wav,0,11.081905,54.531067
females\489.wav,0,-9.644717,0.25095072
females\49.wav,0,52.244366,43.74347
females\490.wav,0,47.41851,-13.137053
females\491.wav,0,4.4817457,-46.423313
females\492.wav,0,51.919777,-23.405403
females\493.wav,0,37.51443,6.574674
females\494.wav,0,49.20482,-59.263565
females\495.wav,0,41.63885,-64.0213
females\496.wav,0,28.200743,-22.83246
females\497.wav,0,50.003113,-15.820967
females\498.wav,0,66.92617,-39.891155
females\499.wav,0,19.209436,-66.98602
females\5.wav,0,-0.230657,-63.120975
females\50.wav,0,-6.0210752,0.8946308
females\500.wav,0,0.8541649,-44.150467
females\501.wav,0,4.187651,-46.355507
females\502.wav,0,25.549065,-36.40963
females\503.wav,0,-10.009764,-10.498102
females\504.wav,0,-2.117794,-23.403502
females\505.wav,0,34.845802,-75.717926
females\506.wav,0,23.967598,-41.871845
females\507.wav,0,35.39831,-61.187923
females\508.wav,0,38.203297,8.198734
females\509.wav,0,8.504641,-10.370071
females\51.wav,0,48.12683,-57.41992
females\510.wav,0,1.2735263,22.24329
females\511.wav,0,-1.1164398,6.3261747
females\512.wav,0,-11.405316,-19.508951
females\513.wav,0,41.827656,-64.2906
females\514.wav,0,-1.6401938,-36.099503
females\515.wav,0,-3.203192,-7.6814637
females\516.wav,0,-12.433476,-52.498108
females\517.wav,0,-7.6889277,-51.744976
females\518.wav,0,-6.2254415,-52.301483
females\519.wav,0,1.3026066,-77.77943
females\52.wav,0,-3.473721,7.4257016
females\520.wav,0,-13.306723,-53.338852
females\521.wav,0,-16.179274,-28.496756
females\522.wav,0,1.9193815,13.300702
females\523.wav,0,50.02501,-59.477974
females\524.wav,0,-4.262668,-31.903784
females\525.wav,0,-2.4560215,-59.63119
females\526.wav,0,35.170765,-75.66684
females\527.wav,0,16.265324,-69.23162
females\528.wav,0,48.94506,-59.1182
females\529.wav,0,58.54606,-16.867012
females\53.wav,0,28.23725,-30.158213
females\530.wav,0,-34.079765,43.095715
females\531.wav,0,-13.823586,-5.277863
females\532.wav,0,8.233846,19.44029
females\533.wav,0,-16.28085,-43.711582
females\534.wav,0,73.56981,-19.403793
females\535.wav,0,49.156204,-69.6558
females\536.wav,0,46.99759,49.03745
females\537.wav,0,-7.5934143,-71.35682
females\538.wav,0,-18.726534,-24.915058
females\539.wav,0,47.85323,-14.894494
females\54.wav,0,23.920408,-42.158745
females\540.wav,0,-1.4643426,5.732629
females\541.wav,0,0.6618573,22.474112
females\542.wav,0,50.204174,-25.552832
females\543.wav,0,22.449593,-70.26578
females\544.wav,0,0.23227201,-80.97146
females\545.wav,0,-13.441209,-62.779736
females\546.wav,0,-2.4314487,7.681668
females\547.wav,0,21.29304,-67.67118
females\548.wav,0,-13.305957,-18.486574
females\549.wav,0,-9.597279,-50.23103
females\55.wav,0,-5.821827,-61.598644
females\550.wav,0,14.466817,18.388378
females\551.wav,0,49.622044,-62.653076
females\552.wav,0,50.20474,-69.86467
females\553.wav,0,32.42202,-31.637611
females\554.wav,0,-5.127778,-2.102556
females\555.wav,0,13.372063,6.588415
females\556.wav,0,15.398655,-83.204315
females\557.wav,0,20.35517,-67.80746
females\558.wav,0,-3.1982372,7.8349075
females\559.wav,0,-11.046325,-20.170303
females\56.wav,0,71.731445,-28.112804
females\560.wav,0,-11.203766,-20.18826
females\561.wav,0,19.086754,-67.252884
females\562.wav,0,16.090641,-68.17966
females\563.wav,0,14.250183,-62.89406
females\564.wav,0,-11.089155,-0.0055083493
females\565.wav,0,51.78366,-25.76401
females\566.wav,0,4.766255,-45.736824
females\567.wav,0,19.820324,-68.09197
females\568.wav,0,12.001403,56.298496
females\569.wav,0,-5.0187707,-61.58516
females\57.wav,0,-3.9198325,-31.871815
females\570.wav,0,0.8538519,-8.411852
females\571.wav,0,-7.5352864,-29.116096
females\572.wav,0,-3.497472,-7.5008173
females\573.wav,0,49.73628,-69.78439
females\574.wav,0,3.0409384,-44.64435
females\575.wav,0,49.05976,-0.084436834
females\576.wav,0,32.83826,-23.763973
females\577.wav,0,-0.7959569,-37.734543
females\578.wav,0,48.256046,-32.176277
females\579.wav,0,35.490658,20.189177
females\58.wav,0,-11.582945,-19.061357
females\580.wav,0,48.044895,-57.22179
females\581.wav,0,13.017469,56.16431
females\582.wav,0,51.44225,-71.4223
females\583.wav,0,-1.1327672,-61.06552
females\584.wav,0,-0.76855004,-20.598694
females\585.wav,0,11.88059,6.198679
females\586.wav,0,48.470688,-14.631395
females\587.wav,0,-12.052014,-4.974969
females\588.wav,0,42.476624,-25.253395
females\589.wav,0,41.827007,-24.67901
females\59.wav,0,33.95049,-47.66231
females\590.wav,0,32.027714,-9.0883
females\591.wav,0,-2.38954,-59.99404
females\592.wav,0,20.687513,-67.45418
females\593.wav,0,3.0581722,14.589774
females\594.wav,0,51.242306,-41.558838
females\595.wav,0,1.0569743,-3.7832766
females\596.wav,0,49.369984,-25.240786
females\597.wav,0,20.428032,38.850517
females\598.wav,0,-17.85601,-29.470879
females\599.wav,0,12.252395,42.902172
females\6.wav,0,8.0153265,-11.022225
females\60.wav,0,8.819289,35.87951
females\600.wav,0,-0.78311366,-8.978205
females\601.wav,0,4.4550033,-37.855938
females\602.wav,0,-7.6870675,-71.25883
females\603.wav,0,56.52676,-8.8945
females\604.wav,0,16.685764,-46.37989
females\605.wav,0,49.789444,-69.02965
females\606.wav,0,50.88493,-24.908772
females\607.wav,0,-0.64724404,-22.110931
females\608.wav,0,47.36644,-13.527311
females\609.wav,0,31.3043,-4.35346
females\61.wav,0,2.4992518,-79.377396
females\610.wav,0,46.504875,-64.80903
females\611.wav,0,-11.150548,-19.618343
females\612.wav,0,-7.821833,-71.158554
females\613.wav,0,0.647739,-45.691414
females\614.wav,0,50.99562,-25.385159
females\615.wav,0,29.071047,-30.080486
females\616.wav,0,32.037155,-4.9667983
females\617.wav,0,19.247972,-69.49714
females\618.wav,0,-13.089086,-39.476578
females\619.wav,0,27.913261,-22.261408
females\62.wav,0,48.878017,-14.871079
females\620.wav,0,-1.9429762,7.5533857
females\621.wav,0,51.14326,-35.491005
females\622.wav,0,9.694362,27.116734
females\623.wav,0,-14.837305,-5.0258408
females\624.wav,0,3.7099688,-78.73733
females\625.wav,0,19.669842,-68.16874
females\626.wav,0,24.065763,-57.326355
females\627.wav,0,-1.3665292,-36.94024
females\628.wav,0,-1.4702324,-38.42398
females\629.wav,0,-17.154896,-29.649931
females\63.wav,0,-2.5539165,-77.5848
females\630.wav,0,28.705551,-37.472805
females\631.wav,0,-18.032032,-29.71554
females\632.wav,0,50.4019,-29.40214
females\633.wav,0,7.671921,-11.023155
females\634.wav,0,15.718567,-59.51339
females\635.wav,0,-3.4627738,-30.453722
females\636.wav,0,5.839933,-80.332886
females\637.wav,0,28.44552,-38.373688
females\638.wav,0,36.560787,-11.327673
females\639.wav,0,35.72395,-11.802653
females\64.wav,0,20.17435,-71.00863
females\640.wav,0,-0.93052524,3.4115205
females\641.wav,0,-10.221127,-10.241064
females\642.wav,0,48.771614,-59.1351
females\643.wav,0,26.148586,41.91666
females\644.wav,0,8.929332,8.669047
females\645.wav,0,34.94053,-31.756325
females\646.wav,0,-2.73112,7.9602413
females\647.wav,0,57.501553,46.35544
females\648.wav,0,35.118587,-46.18571
females\649.wav,0,-5.2703366,-53.509735
females\65.wav,0,4.664708,-57.147247
females\650.wav,0,47.408104,-56.61791
females\651.wav,0,34.866695,-65.43722
females\652.wav,0,50.997387,24.70137
females\653.wav,0,32.43811,-45.23628
females\654.wav,0,34.804714,-61.615723
females\655.wav,0,10.461612,-45.11659
females\656.wav,0,34.51628,-61.230225
females\657.wav,0,-5.610815,-65.333855
females\658.wav,0,-1.521316,-37.37047
females\659.wav,0,16.036648,-65.05617
females\66.wav,0,50.915928,-25.822744
females\660.wav,0,-0.70091397,-37.23371
females\661.wav,0,1.8452708,-61.76383
females\662.wav,0,2.1355145,-80.10186
females\663.wav,0,9.466782,36.019833
females\664.wav,0,16.409071,-46.143032
females\665.wav,0,-3.197795,16.37492
females\666.wav,0,1.5058675,-42.478367
females\667.wav,0,32.21375,-45.17265
females\668.wav,0,22.69757,-70.114136
females\669.wav,0,-3.0412614,-30.965267
females\67.wav,0,48.65203,-58.655754
females\670.wav,0,28.228662,-22.497543
females\671.wav,0,10.72097,-45.279224
females\672.wav,0,-0.078208864,48.314407
females\673.wav,0,50.888733,-25.817268
females\674.wav,0,-10.995935,-50.0138
females\675.wav,0,-13.459565,-43.710186
females\676.wav,0,36.493896,-72.95179
females\677.wav,0,-0.6014935,-80.29415
females\678.wav,0,16.321867,-67.71304
females\679.wav,0,1.632029,-80.36349
females\68.wav,0,9.707546,35.961975
females\680.wav,0,17.195883,-68.32027
females\681.wav,0,17.33589,-70.16748
females\682.wav,0,-11.467728,-19.321535
females\683.wav,0,1.2161198,-80.44908
females\684.wav,0,-5.016019,-53.427402
females\685.wav,0,5.372435,-28.365551
females\686.wav,0,51.934944,9.70768
females\687.wav,0,0.8866752,-8.329984
females\688.wav,0,-12.021803,-53.703453
females\689.wav,0,-18.16838,-29.334023
females\69.wav,0,-2.0454369,-59.85905
females\690.wav,0,-3.3261132,-78.49299
females\691.wav,0,10.946708,4.0461946
females\692.wav,0,-2.6197157,-76.700195
females\693.wav,0,8.677484,-11.147368
females\694.wav,0,0.49201408,-45.82594
females\695.wav,0,30.474245,18.578821
females\696.wav,0,2.0034268,-43.731
females\697.wav,0,73.13024,-17.071842
females\698.wav,0,50.5162,-42.1214
females\699.wav,0,9.392462,56.89074
females\7.wav,0,-17.779114,-29.471973
females\70.wav,0,-5.36815,-21.253649
females\700.wav,0,48.136726,-57.352703
females\701.wav,0,48.037987,-61.853394
females\702.wav,0,-13.367633,-62.656567
females\703.wav,0,-3.7731786,-31.007599
females\704.wav,0,19.071274,-71.30024
females\705.wav,0,4.5944376,-57.093548
females\706.wav,0,52.423653,-22.793299
females\707.wav,0,19.85653,-70.69629
females\708.wav,0,-0.48524842,-80.030205
females\709.wav,0,-2.0681114,-77.30688
females\71.wav,0,8.392221,-10.32842
females\710.wav,0,31.29427,-27.245438
females\711.wav,0,-15.537947,-28.528446
